LOCATION,X,Y,fe_exists
NW 132ND ST BETWEEN 8TH AVE NW AND FRAZIER PL NW,-122.366883822516,47.725100094281,1
5TH AVE NE AND 145TH ST OFF RP,-122.323505415282,47.7329458486353,1
S HILL ST BETWEEN 14TH AVE S AND 15TH AVE S,-122.31403350882299,47.5845463072923,1
10TH AVE NW AND NW 83RD ST,-122.369343954217,47.6887471530838,1
NE 107TH ST BETWEEN LAKE CITY WAY NE AND 28TH AVE NE,-122.29977678173901,47.706696135855296,1
3RD AVE W BETWEEN W BLAINE ST AND W HOWE ST,-122.360984886855,47.635348963531285,1
SW CHARLESTOWN ST BETWEEN 48TH AVE SW AND 49TH AVE SW,-122.39409884064699,47.57028229074589,1
21ST AVE BETWEEN E FIR ST AND E SPRUCE ST,-122.305041612726,47.6030915410184,1
24TH AVE SW BETWEEN SW BARTON E ST AND SW CAMBRIDGE ST,-122.363207036252,47.5201095300022,1
W COMSTOCK ST BETWEEN 5TH AVE W AND 6TH AVE W,-122.36376620521601,47.6304650959945,1
BEACON ER AVE S BETWEEN CHEASTY BLVD S AND S ANGELINE ST,-122.304695946448,47.5606605572694,1
18TH AVE S BETWEEN S JUNEAU ST AND S RAYMOND ST,-122.30990835327101,47.5493531209974,1
53RD AVE S BETWEEN DEAD END 4 AND RENTON AVE S,-122.266524710382,47.515465323101,1
W BLAINE ST BETWEEN DEAD END AND 15TH AVE W,-122.375876041208,47.6348231843692,1
35TH AVE NE AND NE 100TH ST,-122.290702891418,47.7011219799306,1
8TH AVE W AND W RAYE ST,-122.36755010467199,47.6431130211835,1
S GRAHAM ST BETWEEN 23RD AVE S AND GOULD AVE S,-122.303980518288,47.546464670918205,1
16TH AVE W AND W GALER ST,-122.377746989829,47.631562256686294,1
PHINNEY AVE N AND N 110TH ST,-122.354146712999,47.7087105816881,1
FREMONT AVE N BETWEEN N 70TH ST AND N 71ST ST,-122.349894154949,47.679957363617895,1
S PEARL ST BETWEEN 17TH AVE S AND DEAD END 1,-122.309541702247,47.5567142846045,1
34TH AVE SW BETWEEN SW ROXBURY ST AND SW 97TH ST,-122.37554658732,47.5170620108236,1
SW ANDOVER ST BETWEEN 51ST AVE SW AND 52ND AVE SW,-122.398134599892,47.5685183204646,1
S DAKOTA ST BETWEEN 1ST AV S VI AND 2ND AVE S,-122.33309595799,47.5673123871524,1
N 77TH ST BETWEEN 1ST AVE NW AND GREENWOOD AVE N,-122.35663864837099,47.6847454924838,1
17TH NB AVE NE BETWEEN NE 50TH ST AND NE 52ND ST,-122.30946412020398,47.665642904607,1
25TH AVE SW AND SW ALASKA ST,-122.364209762502,47.5610927700968,1
N 45TH ST BETWEEN GREEN LAKE WAY N AND WHITMAN W AVE N,-122.346381611959,47.661389807636006,1
S MCCLELLAN ST BETWEEN 25TH AVE S AND 26TH AVE S,-122.29977839997,47.5783504617885,1
N 50TH ST BETWEEN 1ST AVE NW AND GREENWOOD AVE N,-122.356275316854,47.6650420318406,1
14TH AVE W AND W NICKERSON ST,-122.374916034707,47.6551651246936,1
31ST AVE S BETWEEN S BAYVIEW ST AND S LANDER ST,-122.292998804375,47.580305657556295,1
32ND AVE W AND W GALER ST,-122.39884538496901,47.6327692896923,1
S WASHINGTON ST BETWEEN 2ND AV ET S AND 3RD AVE S,-122.33074148780099,47.600877803294,1
30TH AVE W AND W MCGRAW ST,-122.39567021621299,47.639560180786894,1
8TH AVE NE BETWEEN NE 127TH ST AND NE 128TH ST,-122.32084713056801,47.72190693954099,1
4TH AVE NE AND NE 65TH ST,-122.324400562745,47.675892774087714,1
8TH AVE S BETWEEN S CLOVERDALE ST AND S DONOVAN ST,-122.322922629214,47.5260417085252,1
SW 106TH ST BETWEEN 35TH AVE SW AND 39TH AVE SW,-122.378713077917,47.50821367925321,1
8TH AVE N AND REPUBLICAN ST,-122.341055568738,47.6232189463894,1
31ST AVE SW BETWEEN DEAD END 2 AND SW FINDLAY ST,-122.37227368642598,47.552863239211796,1
59TH AVE SW AND ALKI AVE SW,-122.408009059955,47.580059867865295,1
25TH AVE NW AND NW 73RD ST,-122.388691510269,47.6813108728284,1
47TH AVE S BETWEEN S JUNEAU ST AND S RAYMOND PL,-122.27397080789801,47.5489649879068,1
41ST AVE SW AND SW BRADFORD ST,-122.384127210479,47.5692772881089,1
PALATINE PL N BETWEEN NW 56TH ST AND 1ST AVE NW,-122.35737841782,47.6697397622215,1
30TH AVE SW AND SW BRANDON ST,-122.370928126742,47.5537582761109,1
39TH AVE S BETWEEN S PEARL ST AND RAINIER N AVE S,-122.283477965159,47.55605375413339,1
30TH AVE S BETWEEN S WILLOW ST AND S FRONTENAC ST,-122.293326185636,47.5403541649504,1
E MCGILVRA ST BETWEEN 41ST AVE E AND 42ND AVE E,-122.279001567964,47.640708674216,1
S FERDINAND ST BETWEEN RAINIER AVE S AND 39TH AVE S,-122.284254930076,47.5578464610567,1
E SPRING ST BETWEEN 17TH AVE AND 18TH AVE,-122.30952170576,47.6115381230835,1
DELRIDGE WAY SW AND SW ALASKA ST,-122.362872637361,47.5610852062306,1
GILMAN UPPER DR W BETWEEN 13TH AVE W AND W WHEELER ST,-122.37400315768801,47.6402133016747,1
39TH AVE SW AND SW ANDOVER ST,-122.381486510187,47.568368655832,1
36TH AVE SW BETWEEN SW DAKOTA ST AND SW GENESEE ST,-122.37744763604799,47.5655850964252,1
BIGELOW AVE N BETWEEN NEWTON ST AND CROCKETT ST,-122.34831852031401,47.636979220975,1
2ND AVE NW AND NW 65TH ST,-122.35946860335501,47.6759967620198,1
HARRISON ST BETWEEN WESTLAKE AVE N AND TERRY AVE N,-122.337803601265,47.62203884999022,1
14TH AVE BETWEEN E SPRUCE ST AND E ALDER ST,-122.314186839578,47.603931361419,1
WESTLAKE AVE BETWEEN OLIVE WAY AND STEWART ST,-122.33741241898399,47.6129829780369,1
E SPRING ST BETWEEN 33RD AVE AND 34TH AVE,-122.289857868347,47.6116323320653,1
45TH AVE SW AND SW BRACE POINT DR,-122.390413083356,47.5201934080419,1
NE 85TH ST BETWEEN 19TH AVE NE AND 20TH AVE NE,-122.307393675187,47.6903072876704,1
NE 73RD ST BETWEEN 38TH E AVE NE AND 39TH AVE NE,-122.286736127271,47.6812473668144,1
NW 80TH ST BETWEEN 17TH AVE NW AND 18TH AVE NW,-122.37947613544,47.68685914375961,1
RUSSELL AVE NW BETWEEN NW IONE PL AND NW CENTRAL PL,-122.380476484683,47.6664413176188,1
32ND AVE SW AND SW BARTON ST,-122.374044473878,47.521058024441004,1
LINCOLN PARK WAY SW AND MURRAY AVE SW,-122.39537932118799,47.5399162235899,1
NE CAMPUS EB PY BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,-122.314998348283,47.656006100693205,1
24TH AVE BETWEEN E UNION ST AND E PIKE ST,-122.301410180021,47.6135458721009,1
19TH AVE E AND E HARRISON ST,-122.30732440012,47.622065481232994,1
38TH AVE S BETWEEN S COURT ST AND S CHARLESTOWN ST,-122.28502133601499,47.5702282772009,1
S LANE ST BETWEEN 25TH AVE S AND 26TH AVE S,-122.299350225922,47.5967574883083,1
42ND AVE S BETWEEN S ANDOVER ST AND S DAKOTA N ST,-122.280771751355,47.5671692787764,1
21ST AVE E BETWEEN E ROY ST AND E ALOHA ST,-122.304747039522,47.6260244560452,1
W EMERSON ST BETWEEN 9TH AVE W AND W RUFFNER ST,-122.369060738292,47.6521380530534,1
S WILLOW ST BETWEEN 45TH AVE S AND 46TH W AVE S,-122.275967447772,47.540680090297,1
SPRING ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,-122.33834886279399,47.604796795966216,1
NE 42ND ST BETWEEN LATONA E AVE NE AND 4TH W AVE NE,-122.324846807257,47.6576883866512,1
46TH AVE SW BETWEEN SW DAKOTA ST AND SW GENESEE ST,-122.39080662164801,47.5656898056328,1
3RD AVE BETWEEN SPRING ST AND SENECA ST,-122.334997620644,47.6066938232495,1
46TH AVE S BETWEEN S HOLLY ST AND S BRIGHTON ST,-122.275371754172,47.5420202752469,1
41ST AVE SW AND SW MORGAN ST,-122.384453471598,47.5448367068678,1
47TH AVE SW AND SW DAWSON ST,-122.39230313284901,47.5556421346925,1
NE 56TH ST AND NE RAVENNA EB BV,-122.30775057170601,47.669668560383215,1
5TH AVE S AND S SULLIVAN ST,-122.328246204368,47.52739338528621,1
GARLOUGH AVE SW AND SW ADMIRAL W WAY,-122.396500134889,47.5792563716739,1
MAGNOLIA BR AND W GARFIELD ST OFF RP,-122.383430564915,47.63348634056371,1
LINDEN AVE N AND N 84TH ST,-122.34721598731599,47.6898362149232,1
16TH AVE NE AND NE 65TH ST,-122.31085786143998,47.67578248050511,1
NE 102ND ST BETWEEN 8TH AVE NE AND ROOSEVELT WAY NE,-122.31907481233101,47.702204960149295,1
40TH AVE NE BETWEEN NE 80TH ST AND NE 82ND ST,-122.285255165437,47.6875403407197,1
E FIR ST BETWEEN 25TH AVE AND 26TH AVE,-122.299438378874,47.602662703857,1
1ST AVE N BETWEEN HOWE N ST AND NEWTON ST,-122.355611364905,47.6362609525877,1
N 43RD ST BETWEEN INTERLAKE AVE N AND ASHWORTH AVE N,-122.340203834615,47.6591729420242,1
29TH AVE E AND E MADISON E ST,-122.295117362591,47.6242072527559,1
1ST AVE NW AND NW 130TH ST,-122.358250410107,47.723247617278794,1
GREENWOOD AVE N AND N 49TH ST,-122.355415851463,47.664307927471896,1
1ST AVE S AND S ANDOVER ST,-122.334206338869,47.56838520281071,1
7TH AVE AND MADISON ST OFF RP,-122.329051157378,47.6068995333686,1
BROADWAY CT AND E MADISON ST,-122.31986582120301,47.61154196354239,1
DAYTON AVE N AND N 45TH W ST,-122.352739265917,47.6613980919351,1
WATERS AVE S BETWEEN S CARVER ST AND 59TH AVE S,-122.25956517798201,47.517734796093706,1
SW ADMIRAL WAY AND SW ADMIRAL WY OFF RP,-122.371993270882,47.5720839918965,1
W CREMONA ST BETWEEN 7TH AVE W AND 8TH AVE W,-122.366993864455,47.6496706046821,1
ROY ST BETWEEN AURORA AVE N AND DEXTER AVE N,-122.342994629674,47.625405645103996,1
9TH AVE NE BETWEEN NE 70TH ST AND NE 71ST ST,-122.318749567342,47.6798334969984,1
MAGNOLIA BR BETWEEN 15TH AVE W AND MAGNOLIA BR OFF RP,-122.37651816727801,47.6335009917095,1
31ST AVE SW BETWEEN SW CYCLE S CT AND SW RAYMOND ST,-122.372109047314,47.548519204650496,1
8TH AVE W AND W ARMOUR ST,-122.367525651082,47.6450364317372,1
8TH AVE NW BETWEEN NW BRIGHT ST AND LEARY WAY NW,-122.366213055713,47.660244794956,1
38TH AVE NE BETWEEN NE 70TH ST AND NE 73RD E ST,-122.287164143211,47.68033095716821,1
NW 100TH ST BETWEEN 1ST AVE NW AND 2ND AVE NW,-122.358755085438,47.7014774671558,1
S WAITE ST BETWEEN 18TH AVE S AND 19TH AVE S,-122.309262383808,47.5802742374503,1
16TH AVE NE BETWEEN NE 70TH ST AND NE 73RD ST,-122.310950877663,47.680315312668114,1
3RD AVE W AND W DRAVUS S ST,-122.360889407769,47.6481866252114,1
21ST AVE NW AND NW 96TH ST,-122.383035682673,47.69898147668511,1
15TH AVE NE BETWEEN NE BROCKMAN S PL AND NE BROCKMAN N PL,-122.31266009858601,47.7242182116528,1
E PIKE ST BETWEEN E MADISON ST AND 15TH AVE,-122.31323325299499,47.61411364118021,1
17TH AVE NW BETWEEN NW 64TH ST AND NW 65TH ST,-122.378881046833,47.67563740279351,1
29TH AVE S BETWEEN S NORMAN ST AND S JUDKINS ST,-122.29548284584999,47.5927498848357,1
28TH PL W BETWEEN W THURMAN ST AND DEAD END,-122.393817303538,47.656246892684095,1
5TH AVE N AND GALER ST,-122.347162880672,47.63230262082711,1
E LEE ST AND E MADISON ST,-122.28511944831101,47.6309802474928,1
NE CAMPUS WB PY BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,-122.313842436202,47.6562204413537,1
ALOHA ST BETWEEN 4TH AVE N AND 5TH AVE N,-122.348205101817,47.6271617332022,1
BROOKLYN AVE NE BETWEEN NE CAMPUS WB PY AND NE 41ST ST,-122.314410442978,47.656535449759204,1
S ADAMS ST BETWEEN LETITIA AVE S AND RAINIER AVE S,-122.28917972649401,47.5655779319862,1
HOLDEN ST ON RP AND SR509 NB,-122.334692968705,47.5375213241222,1
EAGLE ST AND WESTERN AVE,-122.354689567817,47.617034179002,1
NW 59TH ST BETWEEN 9TH AVE NW AND 11TH AVE NW,-122.369672202719,47.6716244741119,1
CARR PL N BETWEEN N 36TH ST AND N 37TH ST,-122.339355648665,47.6512545498909,1
E TERRACE ST BETWEEN ERIE AVE AND LAKE WASHINGTON BLVD,-122.28397241476601,47.6049598181354,1
NE 63RD ST BETWEEN 8TH AVE NE AND 9TH AVE NE,-122.319380639542,47.6741666234968,1
34TH AVE S AND S SPOKANE ST,-122.289921962744,47.5715820147729,1
NICKERSON ST AND QUEEN ANNE AVE N,-122.35767846568199,47.64977427094911,1
HIGHLAND DR BETWEEN WARREN AVE N AND BIGELOW AVE N,-122.35260987669099,47.6297597821795,1
NW 62ND ST BETWEEN 2ND AVE NW AND 3RD AVE NW,-122.360133746707,47.6742885210783,1
48TH AVE S BETWEEN S MYRTLE ST AND S ORCHARD ST,-122.272638753072,47.5386018072225,1
S COLLEGE ST BETWEEN 15TH AVE S AND 16TH AVE S,-122.312743844373,47.5829797749054,1
WEST MARGINAL WAY SW BETWEEN SW ANDOVER ST AND SW DAKOTA ST,-122.354218977939,47.567838472523,1
23RD AVE S BETWEEN S COLLEGE ST AND S BAYVIEW ST,-122.30296087311001,47.5819626845473,1
SW HANFORD ST BETWEEN WALNUT AVE SW AND 41ST AVE SW,-122.384087140632,47.57561168656421,1
STEWART ST AND TERRY AVE,-122.333577130644,47.616280730246004,1
48TH AVE NE AND NE 41ST ST,-122.276684647842,47.658409073965,1
38TH AVE SW AND SW RAYMOND ST,-122.380418699386,47.5483969920642,1
SPRING ST AND WESTERN AVE,-122.338001054286,47.6049434576639,1
60TH AVE SW AND SW SPOKANE ST,-122.409557130467,47.57228526427589,1
47TH AVE S AND S JUNEAU ST,-122.274140228497,47.5497084768693,1
30TH AVE NE BETWEEN NE 65TH E ST AND NE 68TH ST,-122.295118445683,47.6766877659239,1
41ST AVE NE AND NE SURBER DR,-122.283956830956,47.655749701158896,1
SEWARD PARK AVE S AND WILSON AVE S,-122.26408243050301,47.544539513741896,1
21ST AVE E AND E DENNY WAY,-122.30476908059799,47.6184981652001,1
S ORCAS ST BETWEEN 33RD AVE S AND 35TH W AVE S,-122.289877992099,47.5510829388194,1
RAVENNA AVE NE BETWEEN NE 85TH ST AND NE 86TH ST,-122.30185020539899,47.6907217040065,1
NW 65TH ST BETWEEN 6TH W AVE NW AND 7TH E AVE NW,-122.36426302986,47.675990622342795,1
S COLLEGE ST BETWEEN 22ND AVE S AND 23RD AVE S,-122.30360583887699,47.5829482005851,1
ISLAND DR S BETWEEN DEAD END N AND S CLOVERDALE ST,-122.261405823694,47.52795353179189,1
DAYTON AVE N AND N 122ND ST,-122.352907821101,47.7177801399366,1
UNIVERSITY VIEW PL NE AND NE 45TH PL,-122.29070002098,47.6623760963571,1
SW 104TH ST BETWEEN 32ND E AVE SW AND 32ND W AVE SW,-122.372983321873,47.5099924828296,1
E LOUISA ST BETWEEN 24TH AVE E AND 25TH AVE E,-122.301189753758,47.6424438765396,1
EVANSTON AVE N AND N 59TH ST,-122.351421805766,47.67173901252911,1
WABASH AVE S BETWEEN CLOVERDALE PL S AND 53RD AVE S,-122.267018137598,47.5273023264046,1
18TH AVE S BETWEEN S LUCILE ST AND S ORCAS ST,-122.30987855802601,47.5523323298409,1
ROOSEVELT WAY NE BETWEEN 2ND AVE NE AND 1ST AVE NE,-122.328214063852,47.72579335059,1
14TH AVE S BETWEEN S HINDS ST AND S COLUMBIAN WAY,-122.314815768386,47.5730559091252,1
30TH AVE E AND E JOHN ST,-122.293478437094,47.620162712422,1
2ND AVE W AND W MERCER ST,-122.359321460655,47.624592191257705,1
9TH AVE SW BETWEEN SW HENDERSON ST AND SW BARTON ST,-122.346721738013,47.5218933085769,1
1ST AVE NW AND NW 72ND ST,-122.35741906164499,47.680736184211796,1
31ST AVE S AND S LANE ST,-122.29267623328,47.5966639719378,1
35TH AVE SW AND SW SOUTHERN ST,-122.376637598058,47.5297358406736,1
NE 77TH ST BETWEEN 34TH AVE NE AND 35TH AVE NE,-122.29107616356899,47.68485750871739,1
28TH AVE S AND S JUNEAU ST,-122.296881384429,47.549935253893786,1
E LYNN ST BETWEEN 22ND AVE E AND 23RD AVE E,,,1
HARBOR AV SW OFF RP AND SW SPOKANE NR ST,-122.36834931783001,47.5717204567476,1
7TH AVE S BETWEEN S MYRTLE ST AND S ORCHARD ST,-122.32514310875901,47.53905784914829,1
BEACON ER AVE S BETWEEN S BENNETT N ST AND S BENNETT S ST,-122.302978834974,47.555116886642196,1
LEARY WAY NW AND NW 36TH E ST,-122.358956326213,47.653255108965,1
46TH AVE SW AND FAUNTLEROY PL SW,-122.391594590991,47.5270638797624,1
RAINIER AVE S BETWEEN S STATE ST AND 21ST S AVE S,-122.305130837201,47.58756528482429,1
SUNSET AVE SW BETWEEN SW MASSACHUSETTS ST AND 48TH AVE SW,-122.392251302673,47.5875007188376,1
ROOSEVELT WAY NE AND NE 83RD ST,-122.317591204098,47.6889213591323,1
AIRPORT WAY S BETWEEN S DAKOTA ST AND S ADAMS ST,-122.322673946976,47.5666944478379,1
S ADAMS ST BETWEEN 36TH AVE S AND 37TH AVE S,-122.28673533840299,47.5654033489157,1
HIAWATHA PL S AND S DEARBORN ST,-122.31021799642599,47.595873665535706,1
36TH AVE NE BETWEEN NE 75TH ST AND NE 77TH ST,-122.28945307424499,47.683950508096295,1
BANNER WAY NE AND NE 77TH ST,-122.322386173176,47.684622512980795,1
59TH AVE SW BETWEEN SW SPOKANE ST AND SW CHARLESTOWN ST,-122.408476906782,47.571209328417396,1
47TH AVE S AND S DAWSON ST,-122.27441944811501,47.55520645501601,1
WALLINGFORD AVE N BETWEEN N 100TH E ST AND N 103RD ST,-122.335685012762,47.7023137937761,1
9TH AVE NE AND NE 64TH ST,-122.318703177552,47.6749858967208,1
SW CHARLESTOWN ST BETWEEN 47TH AVE SW AND 48TH AVE SW,-122.392765495093,47.5702695935573,1
NW 65TH ST BETWEEN 34TH AVE NW AND 36TH AVE NW,-122.402275749412,47.6758028312714,1
25TH AVE AND E COLUMBIA ST,-122.300159943528,47.609014060345295,1
20TH AVE S BETWEEN S FOREST ST AND S STEVENS ST,-122.306707064287,47.577424603385296,1
40TH AVE S BETWEEN S HOLLY PARK DR AND S WEBSTER ST,-122.28190244868799,47.5357888869249,1
BOSTON ST AND NOB HILL AVE N,-122.35072025262,47.638259310267294,1
MERIDIAN AVE N BETWEEN N 42ND ST AND N 43RD ST,-122.33377800795,47.65854468018151,1
46TH AVE S BETWEEN S GARDEN ST AND S OTHELLO ST,-122.27534090473101,47.53734714321939,1
15TH AVE NE AND NE BROCKMAN S PL,-122.312660958848,47.7239970389853,1
BOYLSTON AVE BETWEEN MADISON ST AND SPRING ST,-122.32213461739599,47.6110861616053,1
ROOSEVELT WAY NE BETWEEN NE 84TH ST AND NE 85TH ST,-122.317609865622,47.690005854740285,1
BEACON WR AVE S BETWEEN S HOLLY S ST AND S BRIGHTON ST,-122.29939543128,47.5423748802238,1
WILSON AVE S AND S HAWTHORN RD,-122.264298193574,47.54970343144421,1
30TH AVE AND E DENNY WAY,-122.293504914618,47.6188860383302,1
NW 54TH ST BETWEEN 24TH AVE NW AND 26TH AVE NW,-122.38887037794201,47.668169667498,1
BLAINE ST BETWEEN 2ND AVE N AND 3RD AVE N,-122.352587449746,47.6348615301449,1
MERIDIAN AVE N AND N 82ND ST,-122.33316173690399,47.688650028021,1
32ND AVE NW BETWEEN NW 62ND S ST AND NW 62ND N ST,-122.398373865756,47.673792250583496,1
3RD AVE NW BETWEEN NW 54TH ST AND NW 55TH ST,-122.360805418622,47.668299549128896,1
9TH AVE NW AND HOLMAN RD NW,-122.36872336956101,47.6983493778744,1
N 79TH ST BETWEEN STONE AVE N AND ASHWORTH AVE N,-122.340451066684,47.6862125241673,1
ROOSEVELT WAY NE AND NE 120TH ST,-122.318021300114,47.7158248493001,1
20TH AVE NW BETWEEN NW 73RD ST AND NW 75TH ST,-122.382156608625,47.682261570841,1
KENSINGTON PL N BETWEEN N 52ND ST AND N 53RD ST,-122.328961055002,47.66702244378679,1
28TH AVE NW BETWEEN NW 58TH ST AND NW 59TH ST,-122.392870542281,47.671284465355996,1
NW 65TH ST BETWEEN 5TH E AVE NW AND 5TH W AVE NW,-122.362724810581,47.6759926038705,1
45TH AVE S BETWEEN S HUDSON E ST AND S DAWSON ST,-122.276517300842,47.55613175087901,1
42ND AVE SW BETWEEN SW MORGAN ST AND SW HOLLY ST,-122.385763401294,47.5439357792979,1
W WHEELER ST BETWEEN 11TH AVE W AND 12TH AVE W,-122.37202758974199,47.6406853368445,1
W COMMODORE WAY BETWEEN 21ST AVE W AND 22ND AVE W,-122.383981973619,47.65956157963839,1
22ND AVE NE AND NE 125TH W ST,-122.306438895082,47.7193576889635,1
MITHUN PL NE BETWEEN NE 52ND ST AND DEAD END N,-122.28154089806002,47.66778501441811,1
12TH AVE S AND S HENDERSON ST,-122.31763935111601,47.5230502931287,1
E MARION ST BETWEEN 13TH AVE AND 14TH AVE,-122.314790514189,47.6103869608403,1
16TH AVE SW AND SW FLORIDA ST,-122.354309624046,47.5836736199733,1
N 49TH ST BETWEEN WALLINGFORD AVE N AND BURKE AVE N,-122.335786499805,47.6642928093575,1
SW STEVENS ST BETWEEN 46TH AVE SW AND 47TH AVE SW,-122.39138744819999,47.57750705897581,1
39TH AVE SW AND FAUNTLEROY S WAY SW,-122.38177536022499,47.5507250437777,1
E PINE ST BETWEEN 32ND AVE AND 33RD AVE,-122.290820653948,47.61523510080521,1
E MCGILVRA ST BETWEEN 42ND AVE E AND 43RD AVE E,-122.277743048115,47.6407017326391,1
SW 107TH ST BETWEEN 35TH AVE SW AND 39TH AVE SW,-122.378728688139,47.5073175236336,1
W COMSTOCK ST BETWEEN 4TH AVE W AND 5TH AVE W,-122.36246043163901,47.6304616935056,1
RENTON AVE S BETWEEN 44TH AVE S AND S THISTLE ST,-122.27780034094,47.5282270548291,1
N 36TH ST BETWEEN WINSLOW PL N AND WHITMAN AVE N,-122.346319558774,47.6508051146455,1
14TH AVE NW BETWEEN NW 56TH ST AND NW 57TH ST,-122.37358589514601,47.669804339966895,1
54TH PL SW AND ALKI AVE SW,-122.402073617689,47.582703710427296,1
20TH AVE NE AND NE 135TH ST,-122.307277510497,47.726603472973004,1
8TH AVE NW AND NW 78TH ST,-122.36600518355301,47.68546356736201,1
19TH AVE S BETWEEN S HOLGATE ST AND S PLUM ST,-122.30814774013201,47.585928193856,1
VALLEY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,-122.333458989615,47.6259490623738,1
32ND AVE W BETWEEN W LYNN ST AND W MCGRAW ST,-122.39833991601401,47.639354013453996,1
S DIRECTOR ST BETWEEN 7TH E AVE S AND 8TH AVE S,-122.323983171275,47.522260319210794,1
29TH AVE W AND W SMITH ST,-122.394190070681,47.6411573479175,1
GREENWOOD AVE N BETWEEN N 101ST ST AND N 102ND ST,-122.355426215357,47.7025464520376,1
2ND AVE N AND NEWTON ST,-122.35317417236799,47.6365628499465,1
N 106TH ST BETWEEN MERIDIAN AVE N AND BAGLEY AVE N,-122.333276778962,47.7059385790135,1
34TH AVE NW AND NW 64TH ST,-122.401069875996,47.674849725752104,1
AIRPORT WAY S BETWEEN S ALASKA ST AND S EDMUNDS ST,-122.323199110526,47.560511462238296,1
45TH AVE SW BETWEEN SW STEVENS S ST AND SW HANFORD ST,-122.389395527439,47.576425117416804,1
WOODLAWN AVE NE AND NE 72ND ST,-122.32468307912599,47.6805122315689,1
40TH AVE NE BETWEEN NE 82ND ST AND NE 85TH ST,-122.285309676536,47.6893043889392,1
3RD AVE W BETWEEN W HIGHLAND DR AND W COMSTOCK ST,-122.3605253307,47.630021518671796,1
NE RAVENNA EB BV BETWEEN 12TH AVE NE AND BROOKLYN AVE NE,-122.31468262088,47.6713799031444,1
66TH AVE S AND S RYAN ST,-122.251185580469,47.5097200785713,1
NE 110TH ST BETWEEN ALTON AVE NE AND BARTLETT AVE NE,-122.28208328020901,47.708490886460105,1
BEACON ER AVE S AND S JUNEAU ST,-122.301449455319,47.5500537062385,1
5TH AVE NE BETWEEN NE 84TH ST AND NE 85TH ST,-122.322995485746,47.6900359759896,1
S HAZEL ST BETWEEN RENTON AVE S AND 65TH AVE S,-122.252886555392,47.5053703657896,1
W RAYE ST BETWEEN 24TH N AVE W AND 25TH AVE W,-122.38827230525801,47.643464044529104,1
66TH AVE S BETWEEN S HAZEL ST AND S FOUNTAIN PL,-122.25094139845801,47.504383202311494,1
13TH AVE S BETWEEN S PLUM ST AND S HILL ST,-122.315984701875,47.585047911520704,1
NW 56TH ST BETWEEN 22ND AVE NW AND 24TH AVE NW,-122.386164945249,47.669455960617896,1
WOODLAND PARK AVE N AND N 39TH ST,-122.344660793733,47.6541256968273,1
SW ADMIRAL WAY BETWEEN SW LANDER W ST AND SW STEVENS ST,-122.40146749286801,47.578355408670795,1
BOEING DR AND EAST MARGINAL WAY S,-122.311271314441,47.53310897497421,1
SW LANDER ST BETWEEN 44TH AVE SW AND 45TH AVE SW,-122.38861533706101,47.5793264813406,1
21ST AVE SW BETWEEN SW BRANDON ST AND SW JUNEAU ST,-122.3599567475,47.55193762263289,1
SW FRONT ST BETWEEN DEAD END AND WEST MARGINAL WAY SW,-122.34271770669201,47.5411010097293,1
ELLIOTT AVE W BETWEEN WESTERN AVE W AND W THOMAS N ST,-122.361034460854,47.62075255777061,1
SW DAKOTA ST BETWEEN 42ND AVE SW AND CALIFORNIA AVE SW,-122.386114225195,47.5664904100809,1
17TH AVE E BETWEEN E DENNY WAY AND E JOHN ST,-122.31010608864099,47.6190916307735,1
32ND AVE AND E YESLER WAY,-122.291300705799,47.6016453861952,1
8 LOWER AVE AND UNIVERSITY ST,-122.330137829317,47.60987653367739,1
W BLAINE ST BETWEEN THORNDYKE AVE W AND 27TH AVE W,-122.39104733624501,47.63510019578671,1
NE 48TH ST BETWEEN 37TH AVE NE AND 38TH AVE NE,-122.287670120608,47.6635435505786,1
LENORA ST BETWEEN 6TH AVE AND 7TH AVE,-122.339185127496,47.6154917775105,1
9TH AVE NW BETWEEN NW 125TH ST AND NW 127TH ST,-122.367712579708,47.720581154781705,1
RAINIER AVE S AND S KEPPLER ST,-122.25492280728001,47.517564493196495,1
GREEN LAKE DR N BETWEEN N 80TH ST AND STONE AVE N,-122.341125023251,47.6872974092459,1
NE 75TH ST BETWEEN 52ND AVE NE AND 55TH AVE NE,-122.27036092572399,47.6830261439066,1
NE 82ND ST BETWEEN BROOKLYN AVE NE AND 14TH W AVE NE,-122.313892531958,47.6885217049242,1
S KING ST BETWEEN M L KING JR WAY S AND 28TH AVE S,-122.29686235363998,47.598050929261,1
40TH AVE E BETWEEN E BLAINE ST AND E NEWTON ST,-122.28200521372,47.635775222996386,1
BURKE AVE N AND N NORTHGATE WAY,-122.33573018611601,47.707376394494894,1
39TH AVE S BETWEEN S DAWSON ST AND S BRANDON ST,-122.283486733289,47.554456739438,1
41ST AVE SW BETWEEN SW ADMIRAL WAY AND SW LANDER ST,-122.38391764251101,47.58023947946071,1
5TH AVE W BETWEEN W KINNEAR UPPER PL AND W PROSPECT ST,-122.36319377029498,47.6282967509579,1
E FIR ST BETWEEN 12TH AVE AND 13TH AVE,-122.31585241238199,47.6026842960368,1
