LOCATION,X,Y,fe_exists
TAYLOR AVE N BETWEEN MERCER ST AND ROY ST,-122.346264014784,47.6248926055097,1
S WASHINGTON ST BETWEEN YESLER WAY AND 10TH AVE S,-122.321270883908,47.600857033346,1
9TH AVE W BETWEEN W CROCKETT ST AND W MCGRAW ST,-122.36897745991,47.6386764148092,1
1ST AV S BR NB BETWEEN EAST MARGINAL WAY S AND 1ST AV S NB OFF RP,-122.33382164613998,47.5452853480129,1
28TH AVE W AND GILMAN AVE W,-122.39284932893601,47.6606711781269,1
ROOSEVELT WAY NE AND NE RAVENNA EB BV,-122.317363473597,47.6720149030274,1
1ST AVE BETWEEN UNION ST AND PIKE ST,-122.339559376841,47.6083245616914,1
MADISON ST AND MINOR AVE,-122.32402867708599,47.6098023702123,1
11TH AVE NE AND NE 45TH ST,-122.31657893415199,47.661291960354795,1
NE 125TH ST BETWEEN NE 125TH SR W ST AND 11TH AVE NE,-122.316943568232,47.7194418884811,1
RAINIER AVE S AND S BRANDON ST,-122.279658454844,47.553404802050714,1
2ND AVE AND CHERRY ST,-122.333172245935,47.603019393440114,1
HARBOR AVE SW BETWEEN FAUNTLEROY AVE SW AND SW FLORIDA ST,-122.373080191852,47.581826303998795,1
WEST SEATTLE BR EB BETWEEN POINT A AND FAUNTLEROY WAY SW,-122.373383900895,47.567495475006396,1
15TH AVE NW AND HOLMAN RD NW,-122.376585883704,47.69314422175071,1
HIGHLAND PARK WAY SW BETWEEN 2ND AVE SW AND WEST MARGINAL WAY SW,-122.339635239729,47.540220030665,1
5TH AVE BETWEEN LENORA ST AND BLANCHARD ST,-122.34112275888,47.614879380445004,1
S ALBRO PL BETWEEN 13TH AVE S AND STANLEY AVE S,-122.31551840644501,47.5466947084628,1
15TH AVE S AND S SPOKANE ST,-122.31340770419399,47.5716290176354,1
10TH AVE E BETWEEN E HOWE ST AND E NEWTON ST,-122.320084678588,47.6365809381242,1
BOREN AVE N AND VALLEY ST,-122.33581704484,47.625784745973704,1
35TH AVE SW BETWEEN SW RAYMOND ST AND SW GRAHAM ST,-122.376384851264,47.5474135219294,1
M L KING JR WR WAY S AND S HOLLY ST,-122.28391543277999,47.5424579658538,1
15TH AVE NW BETWEEN NW 85TH ST AND NW 87TH ST,-122.376804391726,47.691517934136286,1
RAINIER AVE S BETWEEN S FOREST ST AND M L KING JR WAY S,-122.297076870854,47.57694362644239,1
N 42ND ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,-122.35052313871401,47.6577359789375,1
SW SPOKANE ST BETWEEN 11TH CR AVE SW AND SW SPOKANE E BR,-122.35034540567499,47.571408809034786,1
S HORTON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,-122.333740871711,47.5743854444973,1
FLORENTIA ST AND WARREN AVE N,-122.35450291817499,47.646888113787796,1
AURORA AVE N BETWEEN N 141ST ST AND N 143RD ST,-122.34507004790001,47.731674149856794,1
DEARBORN OFF RP AND S DEARBORN ST,-122.321370994967,47.59583154654101,1
NE RAVENNA WB BV BETWEEN NE 62ND ST AND 9TH AVE NE,-122.31914150343201,47.6729417710063,1
EAST MARGINAL WAY S AND S ALASKA ST,-122.33943973398998,47.560319317894795,1
NW 57TH ST BETWEEN 17TH AVE NW AND 20TH AVE NW,-122.38050835263999,47.6701774809927,1
16TH AVE BETWEEN E JEFFERSON ST AND E CHERRY ST,-122.311547829375,47.607109044383,1
LAKE CITY WAY NE BETWEEN NE 95TH ST AND NE 98TH ST,-122.304451699522,47.698939482102006,1
4TH AVE S BETWEEN DIAGONAL AVE S AND COSTCO DR,-122.32939511562599,47.565964226267006,1
LAKE WASHINGTON BLVD BETWEEN LAKESIDE AVE AND E ALDER ST,-122.284486725859,47.603308272591114,1
CARLETON AVE S AND S BAILEY ST,-122.320152353272,47.547356911451594,1
2ND AVE S AND S MAIN ST,-122.331573393993,47.60004106570889,1
DELRIDGE WAY SW BETWEEN SW THISTLE ST AND SW CLOVERDALE ST,-122.360464805706,47.5273860389334,1
BAY ST AND WESTERN AVE,-122.35599203582,47.6178024351308,1
5TH AVE BETWEEN MADISON ST AND SPRING ST,-122.332123636279,47.6069083661543,1
52ND AVE S AND S WILLOW ST,-122.26716583238199,47.5406894445023,1
BROADWAY AND E PIKE ST,-122.32078036743799,47.61407566677071,1
DIBBLE AVE NW AND NW 80TH ST,-122.367275640993,47.6869305737836,1
S MICHIGAN ST BETWEEN 7TH AVE S AND CORSON AVE S,-122.32323922807801,47.5470245031927,1
PALATINE AVE N AND N 112TH ST,-122.356831214504,47.710535149494,1
PINE ST BETWEEN 4TH AVE AND 5TH AVE,-122.337037965386,47.611439680480395,1
TROLL AVE N BETWEEN N 34TH ST AND N 35TH ST,-122.34742429948601,47.6496980938145,1
ROOSEVELT WAY NE AND NE 42ND S ST,-122.317802129097,47.657514224809,1
NE 75TH ST BETWEEN 25TH AVE NE AND 26TH AVE NE,-122.300222439515,47.6830475295286,1
16TH AVE SW BETWEEN SW HOLDEN ST AND SW KENYON ST,-122.35503853551,47.5327754049684,1
6TH AVE AND BLANCHARD ST,-122.34091505185499,47.6159296698133,1
NE 45TH ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,-122.313707736951,47.6612731735195,1
15TH AVE S BETWEEN S LUCILE ST AND S ORCAS ST,-122.313482933582,47.5523456678624,1
BROADWAY BETWEEN E HOWELL ST AND E DENNY WAY,-122.320845135701,47.6181540474578,1
3RD AVE N BETWEEN VALLEY ST AND ALOHA ST,-122.351470036091,47.6267334374726,1
HARVARD AVE BETWEEN E PIKE ST AND E PINE ST,-122.32212039184799,47.61464476953521,1
DEXTER AVE N BETWEEN ALOHA ST AND WARD ST,-122.34232274984501,47.6275721273784,1
CREMONA ST AND NICKERSON ST,-122.357168368037,47.6495405911164,1
25TH AVE NE AND NE 75TH ST,-122.300758228115,47.6830474274607,1
WALLINGFORD AVE N BETWEEN EAST GREEN LAKE DR N AND N 80TH ST,-122.336747204471,47.6863042529898,1
12TH AVE S BETWEEN S BENNETT ST AND S LUCILE ST,-122.317183510394,47.55418716016671,1
W RAYE ST BETWEEN 10TH S AVE W AND 11TH N AVE W,-122.370828152577,47.6431050310468,1
39TH AVE S AND S THISTLE ST,-122.28366804833401,47.5278704797727,1
SW CLOVERDALE ST BETWEEN 8TH AVE SW AND 9TH AVE SW,-122.346107266714,47.5264657620147,1
M L KING JR WR WAY S AND S NORFOLK ST,-122.278932966248,47.513424789761714,1
W EWING ST BETWEEN 6TH AVE W AND W EWING PL,-122.368000760038,47.6535853541642,1
N 137TH ST BETWEEN MIDVALE AVE N AND STONE AVE N,-122.343009353957,47.728673089007216,1
5TH AVE S AND S JACKSON ST,-122.32766699440799,47.5991949241284,1
DENNY WAY BETWEEN WESTLAKE AVE AND TERRY AVE,-122.337817649057,47.6185305828831,1
N 83RD ST BETWEEN FREMONT AVE N AND LINDEN AVE N,-122.348564869578,47.689112073856,1
AURORA AVE N BETWEEN N 125TH ST AND N 127TH ST,-122.344946833454,47.720481994709395,1
WALLINGFORD AVE N BETWEEN N 82ND ST AND N 85TH ST,-122.336431335777,47.68960505670879,1
JAMES ST BETWEEN 8TH AVE AND 9TH AVE,-122.325306158103,47.605321633002795,1
NE 145TH ST BETWEEN 15TH AVE NE AND 17TH AVE NE,-122.31139761838499,47.733936473652,1
4TH AVE S BETWEEN S MEAD ST AND S FIDALGO ST,-122.329574739869,47.550768909132,1
4TH AVE AND CEDAR ST,-122.34803909741801,47.617795357226704,1
12TH AVE AND E OLIVE ST,-122.31687284948799,47.616432191726894,1
GREEN LAKE WAY N AND WOODLAND PARK AVE N,-122.344569406325,47.6628793468945,1
5TH AVE S AND S WASHINGTON ST,-122.32765971589,47.6008733295707,1
19TH AVE S BETWEEN S STATE ST AND S GRAND ST,-122.30839014083,47.5873262139285,1
23RD AVE BETWEEN E OLIVE S ST AND E OLIVE N ST,-122.302609998482,47.6167993530571,1
RAINIER AVE S AND S ALASKA ST,-122.28702675972,47.560747676427404,1
16TH AVE S AND S LUCILE ST,-122.31229899293601,47.553437927393205,1
E ALLISON ST BETWEEN BROADWAY E AND FUHRMAN N AVE E,-122.319722118972,47.6487087075573,1
S DEARBORN ST BETWEEN DEARBORN OFF RP AND DEARBORN ST OFF RP,-122.320293295047,47.59582679383389,1
NE 45TH ST BETWEEN 11TH AVE NE AND 12TH AVE NE,-122.316012708309,47.66128828545671,1
S BANGOR ST BETWEEN 55TH AVE S AND 56TH AVE S,-122.263950148712,47.5061271961746,1
15TH AVE NE AND NE 145TH ST,-122.312748594166,47.7339517254325,1
7TH AVE AND SPRING ST,-122.330224341183,47.6081978080157,1
M L KING JR ER WAY S BETWEEN S OREGON ST AND S ALASKA ST,-122.29389637145701,47.5618544294771,1
6TH AVE S BETWEEN S HINDS ST AND S SPOKANE NR ST,-122.325981562457,47.572708187679304,1
FREMONT AVE N AND N 38TH ST,-122.34992005735,47.652729540332004,1
RAINIER AVE S AND S DEARBORN ST,-122.31152960288601,47.5958738813624,1
20TH AVE AND E JEFFERSON ST,-122.30633165638399,47.6061674516281,1
AURORA AVE N BETWEEN N 128TH ST AND N 130TH ST,-122.344971870903,47.722756710383905,1
CALIFORNIA AVE SW BETWEEN SW LANDER ST AND SW STEVENS ST,-122.386666423813,47.5781533768509,1
CALIFORNIA AVE SW BETWEEN SW HANFORD ST AND SW HINDS N ST,-122.386761601069,47.5747251091601,1
51ST AVE S AND S HAZEL ST,-122.270155276709,47.5048975494919,1
1ST AVE BETWEEN YESLER WAY AND CHERRY ST,-122.334176856658,47.6021475991069,1
SW ALASKA ST BETWEEN CALIFORNIA AVE SW AND GLENN WAY SW,-122.387452447804,47.56112219125321,1
WEST SEATTLE BR EB BETWEEN SPOKANE ST - W SEA B RP AND ALASKAN WY VI NB ON RP,-122.341994544947,47.5714307270994,0
MINOR AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,-122.332996530461,47.6225447564853,1
23RD AVE BETWEEN E SPRING ST AND E UNION ST,-122.302727368934,47.6122640561477,1
BROADWAY BETWEEN HARVARD AVE AND E UNION ST,-122.320761219956,47.612111357542716,1
45TH AVE S BETWEEN S MYRTLE ST AND S OTHELLO ST,-122.276697224793,47.5379777193478,1
MONTLAKE BLVD NE BETWEEN NE PACIFIC PL AND 25TH AVE NE,-122.302329036498,47.654995226834004,1
5TH AVE NE AND NE 100TH ST,-122.323127221389,47.7013247882022,1
STONE AVE N AND N 85TH W ST,-122.34182810783399,47.690542089358104,1
SW BARTON ST BETWEEN 18TH AVE SW AND DELRIDGE WAY SW,-122.35813412834699,47.5210302959604,1
BATTERY ST TUN ON RP BETWEEN BELL ST AND ALASKAN WY VI NB,,,0
NW 96TH ST BETWEEN DEAD END 1 AND 9TH AVE NW,-122.368055452365,47.6992402500006,1
BROADWAY BETWEEN E COLUMBIA ST AND BOYLSTON AVE,-122.32075705446199,47.609407946167096,1
ALASKAN WAY BETWEEN MADISON ST AND SPRING ST,-122.33875752120501,47.604134514763096,0
WESTLAKE AVE N AND VALLEY ST,-122.33863455026301,47.6257957692013,1
AURORA AVE N BETWEEN N 38 UPPER ST AND N 39TH ST,-122.34732306701599,47.6534504038943,1
AURORA AVE N AND N 135TH ST,-122.345017036586,47.72685955506989,1
32ND AVE NW BETWEEN NW 61ST ST AND NW 62ND S ST,-122.398371711545,47.6733324242316,1
RAINIER AVE S BETWEEN S FISHER PL AND 51ST AVE S,-122.27000210346901,47.520756164955216,1
21ST AVE BETWEEN E ALDER ST AND E TERRACE ST,-122.30503617053101,47.604747070521796,1
NICKERSON ST BETWEEN CREMONA ST AND DRAVUS ST,-122.35620819615299,47.6490996201289,1
ROOSEVELT WAY NE AND NE 96TH ST,-122.317608623592,47.6985632192694,1
N 145TH ST BETWEEN FREMONT AVE N AND LINDEN AVE N,-122.349153749204,47.7341292682099,1
E MADISON ST BETWEEN BROADWAY CT AND 10TH AVE,-122.31960852364901,47.6116492078506,1
BROADWAY E AND E MILLER ST,-122.321348785688,47.6413531894481,1
1ST AVE S BETWEEN S SPOKANE SR ST AND S ANDOVER ST,-122.334205838808,47.569890284749896,1
9TH AVE BETWEEN JAMES ST AND CHERRY ST,-122.325074906638,47.605910674074,1
RAVENNA WR AVE NE BETWEEN RAVENNA AVE NE AND LAKE CITY WAY NE,-122.305626660448,47.696093271962994,1
11TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,-122.316525269756,47.66220489565129,1
35TH AVE SW AND SW THISTLE ST,-122.376636727449,47.52828518338581,1
CALIFORNIA AVE SW BETWEEN SW WALKER ST AND SW COLLEGE ST,-122.38645069573299,47.5834995285804,1
FREMONT AVE N AND N 128TH ST,-122.35034935370399,47.7223137765242,1
HIGHLAND PARK WAY SW AND WEST MARGINAL WAY SW,-122.342181391539,47.54035297734771,1
ALASKAN WAY S BETWEEN S MAIN ST AND S JACKSON ST,-122.335909815355,47.5996269251422,0
QUEEN ANNE AVE N BETWEEN W ROY ST AND VALLEY ST,-122.35670024305901,47.6260154567125,1
RAINIER AVE S AND S CHICAGO ST,-122.26998781311899,47.532625473409006,1
2ND AVE W BETWEEN W GARFIELD ST AND W BLAINE ST,-122.359658771768,47.6341357526402,1
W MCGRAW PL AND W MCGRAW W ST,-122.360930799528,47.639597406995705,1
ALASKAN WAY AND WALL ST,-122.351186003566,47.6128137517669,0
SEATTLE BLVD S BETWEEN S DEARBORN ST AND 6TH W AVE S,-122.32703162369499,47.5954631667054,1
FAUNTLEROY WAY SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,-122.38162009885599,47.5529297198215,1
2ND AVE BETWEEN PIKE ST AND PINE ST,-122.339357006875,47.6097805702105,1
5TH AVE NE AND NE 103RD ST,-122.323148370881,47.703140321077996,1
SW ROXBURY ST BETWEEN 27TH AVE SW AND 28TH AVE SW,-122.36797163909,47.51738677420771,1
SW HOLDEN ST BETWEEN 15TH AVE SW AND 16TH AVE SW,-122.35447166713699,47.5336832143334,1
WHITMAN AVE N BETWEEN N 38TH ST AND N 39TH ST,-122.34596495655501,47.653437056102504,1
BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,-122.383948279741,47.6670451118899,1
39TH AVE S BETWEEN S OTHELLO ST AND S HOLLY PARK DR,-122.283383851129,47.536614510449496,1
2ND AVE W AND WESTERN AVE W,-122.359358223654,47.619785154435995,1
45TH AVE NE BETWEEN NE 80TH ST AND NE 86TH ST,-122.27991283298401,47.6885643249311,1
SW AVALON WAY AND SW SPOKANE SR ST,-122.370626011423,47.57136779991379,1
S SPOKANE SR ST BETWEEN 5TH AVE S AND 6TH AVE S,-122.326725530068,47.571414108354396,1
WEST SEATTLE BR EB BETWEEN DELRIDGE-W SEATTLE BR EB ON RP AND 26TH AV SW ON RP,-122.36097271747101,47.571459000832704,1
40TH AVE SW AND SW BRANDON ST,-122.382926151245,47.55383823428389,1
SEWARD PARK AVE S BETWEEN LAKE SHORE DR S AND S VAN DYKE RD,-122.26043837303699,47.5476677830237,1
EASTLAKE AVE E BETWEEN LAKEVIEW BLVD E AND ALOHA ST,-122.32919344937001,47.6259987033591,1
SAND POINT WAY NE AND NE 123RD ST,-122.28390740330299,47.7173690159622,1
S HENDERSON ST BETWEEN RAINIER AVE S AND 53RD AVE S,-122.26815887482,47.523302577264786,1
BEACH DR SW BETWEEN SW JUNEAU ST AND ATLAS PL SW,-122.39783251033899,47.548099648972,1
44TH AVE S AND S OTHELLO ST,-122.278036716713,47.5370560946484,1
4TH AVE AND PINE ST,-122.337591981588,47.6112073727931,1
FAUNTLEROY WAY SW BETWEEN SW AVALON WAY AND 37TH AVE SW,-122.378237401331,47.563670746087396,1
15TH AVE NE BETWEEN NE PACIFIC ST AND NE 40TH ST,-122.312178916059,47.65413543558821,1
NE 75TH ST BETWEEN 17TH E AVE NE AND 18TH AVE NE,-122.309156499074,47.683046589362,1
NE 55TH ST BETWEEN 40TH AVE NE AND 43RD AVE NE,-122.28347867534201,47.6685083467645,1
8TH AVE NW AND NW 95TH ST,-122.36603466022899,47.6978648347038,1
47TH AVE SW BETWEEN SW ADMIRAL WAY AND SW LANDER ST,-122.391930986202,47.5802851868108,1
3RD AVE NW AND NW 103RD S ST,-122.360751484976,47.70348590375179,1
5TH AVE AND PIKE ST,-122.335574025233,47.610677902842,1
3RD AVE BETWEEN VIRGINIA ST AND LENORA ST,-122.34154107873002,47.61278151050821,1
FREMONT WAY N BETWEEN FREMONT LN N AND FREMONT AVE N,-122.349574683228,47.653749723298596,1
EAST MARGINAL WAY S BETWEEN S DAWSON ST AND S BRANDON ST,-122.337829335422,47.5549759426704,1
14TH AVE AND E UNION ST,-122.314167394498,47.612917397233,1
42ND AVE SW BETWEEN SW GENESEE ST AND SW OREGON ST,-122.38545398104,47.5637789547752,1
BOREN AVE AND SENECA ST,-122.326444272201,47.6107654351169,1
AIRPORT WAY S BETWEEN S MASSACHUSETTS ST AND S HOLGATE N ST,-122.321392009353,47.5873086820007,1
45TH AVE SW AND SW WILDWOOD PL,-122.390221568522,47.5207870319717,1
ROOSEVELT WAY NE BETWEEN NE 61ST ST AND NE 62ND ST,-122.31736346552499,47.6730360614222,1
MELROSE AVE AND PIKE ST,-122.327804575635,47.61393022968621,1
17TH SB AVE NE AND NE 47TH ST,-122.30968268074699,47.6630572110831,1
FUHRMAN AVE E BETWEEN BROADWAY E AND FRANKLIN AVE E,-122.320156731299,47.6503385587597,1
NE 70TH ST BETWEEN 5TH AVE NE AND 6TH S AVE NE,-122.322275770788,47.679517761556504,1
JOHN ST BETWEEN DEAD END AND BOREN AVE N,-122.336158580496,47.6196963910734,1
16TH AVE E BETWEEN E LYNN ST AND E MCGRAW ST,-122.310742516082,47.639927167003094,1
BIGELOW AVE N AND BOSTON ST,-122.348304879214,47.638255954592196,1
FAIRVIEW AVE N BETWEEN REPUBLICAN ST AND MERCER S SR ST,-122.334282144301,47.6237125130172,1
BOREN AVE BETWEEN MARION ST AND MADISON ST,-122.32481303502199,47.6089812270264,1
15TH AVE NW AND NW 51ST ST,-122.37621919153601,47.6657045126369,1
18TH AVE AND E DENNY WAY,-122.308831503377,47.6185095859752,1
POPLAR PL S AND S DEARBORN ST,-122.31282092070299,47.59581443580301,1
NW MARKET ST BETWEEN BALLARD AVE NW AND 24TH AVE NW,-122.3869722688,47.6686805474267,1
38TH AVE SW AND SW OREGON ST,-122.380091880519,47.56287256998471,1
N 85TH ST BETWEEN LINDEN AVE N AND AURORA AVE N,-122.34586655194201,47.6905667014676,1
PINEHURST WAY NE AND NE 115TH ST,-122.315192633796,47.712197754865294,1
N 50TH ST BETWEEN BURKE AVE N AND MERIDIAN AVE N,-122.33443722637101,47.665035622015715,1
NE 95TH ST BETWEEN 1ST AVE NE AND 3RD AVE NE,-122.327113711257,47.69772201184861,1
M L KING JR WR WAY S BETWEEN S RAYMOND ST AND S GRAHAM ST,-122.286091225589,47.54701437671911,1
15TH AVE S BETWEEN S DAWSON ST AND S BENNETT ST,-122.313459714435,47.55519240634279,1
NE 55TH ST BETWEEN SAND POINT WAY NE AND 54TH AVE NE,-122.271940456092,47.6685002385447,1
GREENWOOD AVE N BETWEEN N 125TH ST AND N 127TH ST,-122.355540583123,47.720508059908,1
12TH AVE S AND S KING ST,-122.3172279786,47.5983375933154,1
M L KING JR WAY S BETWEEN S BAYVIEW S ST AND S MCCLELLAN ST,-122.296222349472,47.579858349553604,1
SR99 TUNNEL NB BETWEEN SR99 REPUBLICAN OFF RP AND AURORA AVE N,-122.343723590039,47.6233469838671,1
32ND AVE NW BETWEEN NW 74TH ST AND NW 75TH ST,-122.39840048756099,47.6827261572146,1
S DAWSON ST BETWEEN 35TH AVE S AND RENTON S AVE S,-122.28814949331002,47.55510979154679,1
24TH AVE BETWEEN E PIKE ST AND E PINE ST,-122.301397825387,47.6147273083151,1
N 84TH ST BETWEEN GREENWOOD AVE N AND DAYTON AVE N,-122.353951867663,47.689836607796295,1
23RD AVE E BETWEEN E MADISON ST AND E JOHN ST,-122.302523581896,47.6196876683795,1
NE 95TH ST BETWEEN 8TH AVE NE AND ROOSEVELT WAY NE,-122.318957230151,47.697663937927295,1
MONTLAKE BLVD E BETWEEN E HAMLIN ST AND E SHELBY ST,-122.30461250388001,47.6459750013769,1
CALIFORNIA AVE SW BETWEEN SW GENESEE ST AND SW OREGON ST,-122.38677346239099,47.563815962582396,1
GREENWOOD AVE N BETWEEN N 140TH ST AND N 143RD ST,-122.355565174112,47.7314058527005,1
24TH AVE NE BETWEEN LAKE CITY WAY NE AND NE NORTHGATE WAY,-122.302484602646,47.7069308852573,1
NW 48TH ST BETWEEN 2ND AVE NW AND 3RD AVE NW,-122.35982593048901,47.6635887659614,1
S HOLDEN ST BETWEEN HOLDEN ST OFF RP AND WEST MARGINAL WAY S,-122.332796462253,47.5341660333685,1
ALASKAN WAY S BETWEEN YESLER WAY AND PIER 48 ACCESS RD,-122.336122273281,47.6011890525992,0
W NICKERSON ST BETWEEN 13TH AVE W AND 14TH AVE W,-122.37427766171301,47.65536214489221,1
2ND AVE S BETWEEN S MAIN ST AND S JACKSON ST,-122.33157554018999,47.5996209253812,1
35TH AVE SW BETWEEN SW DAKOTA ST AND FAUNTLEROY N WAY SW,-122.376191507185,47.56601807178389,1
NE 80TH ST BETWEEN 15TH AVE NE AND 16TH AVE NE,-122.311618802964,47.6866763452365,1
AURORA AVE N BETWEEN GALER ST AND GARFIELD ST,-122.34350019483,47.6328587711314,1
4TH AVE S AND S BENNETT ST,-122.32953781987301,47.55489803173221,1
DENNY WAY BETWEEN 6TH AVE AND BOREALIS AVE,-122.34432999706199,47.6185585826999,1
S MAIN ST BETWEEN 4TH AVE S AND 5TH AVE S,-122.32831623379101,47.6000350458197,1
E OLIVE WAY BETWEEN BOYLSTON W AVE E AND BOYLSTON E AVE E,-122.32327497491501,47.61984262298621,1
35TH AVE NE BETWEEN NE 70TH ST AND NE 73RD ST,-122.290401910154,47.6803238549151,1
41ST AVE E BETWEEN E MADISON E ST AND E NEWTON ST,-122.27964325383199,47.63583688893021,1
MINOR AVE AND STEWART ST,-122.331858560183,47.6176095334871,1
N 80TH ST BETWEEN 1ST AVE NW AND GREENWOOD AVE N,-122.3566368618,47.6869411938126,1
INTERLAKE AVE N BETWEEN N 95TH ST AND N 97TH ST,-122.340818553437,47.6986998340806,1
FREMONT AVE N BETWEEN N 83RD ST AND N 84TH ST,-122.34990864856701,47.6894735230641,1
LEARY AVE NW AND NW MARKET ST,-122.384745547064,47.6686783892223,1
4TH AVE S BETWEEN S FIDALGO ST AND S FRONT ST,-122.329580811259,47.5492564136973,1
3RD AVE S BETWEEN S HOLGATE ST AND S WALKER ST,-122.329973958411,47.58507401553221,1
5TH AVE BETWEEN UNION ST AND PIKE ST,-122.33511980680001,47.6101816629247,1
6TH AVE S AND S DAKOTA ST,-122.326735978993,47.56716781118861,1
RAINIER AVE S AND S CLOVERDALE ST,-122.26998317876,47.526170822264795,1
NE 100TH ST BETWEEN 21ST AVE NE AND LAKE CITY WAY NE,-122.30417115983299,47.701189576025705,1
24TH AVE E AND BOYER AVE E,-122.301565374506,47.63524417736179,1
RENTON AVE S AND S BANGOR ST,-122.254536615777,47.506352831620205,1
BEACON WR AVE S BETWEEN S MYRTLE ST AND S OTHELLO ST,-122.294822588019,47.5378637002635,1
23RD AVE NE BETWEEN NE 128TH ST AND NE 130TH ST,-122.30459293628599,47.72250707960521,1
RAINIER AVE S BETWEEN S COOPER ST AND 68TH AVE S,-122.249406491719,47.512449540207214,1
JAMES ST BETWEEN 6TH AVE AND 7TH AVE,-122.327524507547,47.604393272658704,1
S HOLLY ST BETWEEN 31ST AVE S AND 32ND AVE S,-122.292355169169,47.542648070331495,1
LANHAM PL SW AND SW GRAHAM ST,-122.373219445446,47.5466604488371,1
15TH AVE NE BETWEEN NE 123RD ST AND NE 125TH ST,-122.31264803033501,47.718506743170785,1
16TH AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,-122.31157334457599,47.600424969742896,1
19TH AVE AND E MADISON ST,-122.307409157873,47.61673275898729,1
4TH AVE S BETWEEN S SPOKANE SR ST AND W SEA BR EB 4 AV OFF RP,-122.329061831294,47.5705371010573,1
RAINIER AVE S AND S GARDEN ST,-122.270432961939,47.537642625196895,1
S JACKSON ST BETWEEN 4TH AVE S AND 5TH AVE S,-122.328317254496,47.599195908053396,1
BOYER AVE E BETWEEN BOYER UPPER AVE E AND E EDGAR ST,-122.317067314221,47.6440654117918,1
S OTHELLO ST BETWEEN 48TH AVE S AND RAINIER AVE S,-122.27145776533399,47.53695391456621,1
E ALDER ST BETWEEN 10TH AVE AND 11TH AVE,-122.318760037573,47.604359040744,1
WEST SEATTLE BR WB BETWEEN W SEATTLE BR WB OFF RP AND HARBOR AV SW OFF RP,-122.360958600635,47.5715936116426,1
17TH AVE NW AND NW 62ND ST,-122.37888189928199,47.67382165867661,1
BEACON WR N AVE S BETWEEN BEACON AVE S AND BEACON ER S AVE S,-122.306705093404,47.5664045826154,1
NE 145TH ST BETWEEN 4TH AVE NE AND 145TH ST ON RP,-122.325828744323,47.7340712235364,1
GREENWOOD AVE N AND N 110TH ST,-122.35548055875601,47.70871405859321,1
6TH AVE BETWEEN OLIVE WAY AND STEWART ST,-122.33664822498,47.6133762298255,1
4TH AVE BETWEEN 4TH AVE S AND DILLING WAY,-122.329191030399,47.6020376627514,1
S KING ST BETWEEN 8TH AVE S AND 10TH AVE S,-122.321047986841,47.5983447887799,1
S CLOVERDALE ST BETWEEN 14TH AVE S AND 16TH AVE S,-122.313870245657,47.5264412320181,1
MINOR AVE N BETWEEN DENNY WAY AND JOHN ST,-122.33297639973301,47.6190861941533,1
FEDERAL AVE E BETWEEN E THOMAS ST AND E HARRISON ST,-122.318880947714,47.6215335902571,1
1ST AVE S AND RAILROAD N WAY S,-122.334192276819,47.5964686659068,1
SW MORGAN ST BETWEEN 34TH AVE SW AND 35TH AVE SW,-122.37576600863899,47.544679016354294,1
20TH AVE NE BETWEEN NE 123RD ST AND NE 124TH ST,-122.30723055891501,47.7177433978266,1
39TH AVE S BETWEEN S HOLDEN ST AND S KENYON ST,-122.283298133768,47.53243665498201,1
22ND AVE NE BETWEEN NE 50TH ST AND NE 52ND ST,-122.30453343083299,47.665672111376104,1
62ND AVE SW BETWEEN SW STEVENS ST AND SW ADMIRAL WAY,-122.41201879734699,47.5768432220701,1
6TH AVE AND PINE ST,-122.335373136651,47.6121364586989,1
DELRIDGE WAY SW BETWEEN SW JUNEAU ST AND 24TH AVE SW,-122.36303174463801,47.548385255568505,1
HARVARD AVE E BETWEEN E DENNY WAY AND E OLIVE WAY,-122.322196394259,47.619315787150704,1
TALLMAN AVE NW AND NW IONE PL,-122.379210682102,47.666538562789405,1
3RD AVE BETWEEN SENECA ST AND UNIVERSITY ST,-122.33564975426,47.6074067345391,1
1ST AVE AND DENNY WAY,-122.35545314264,47.61860206613629,1
16TH AVE SW AND SW TRENTON ST,-122.35508272756901,47.52470610471271,1
11TH AVE S AND S OREGON ST,-122.31860498969,47.5634953026869,1
SUMMIT AVE BETWEEN E PIKE ST AND E PINE ST,-122.325521489745,47.614652259699795,1
M L KING JR ER WAY S BETWEEN S DIRECTOR ST AND MERTON WAY S,-122.279741857583,47.51942161256989,1
RAINIER AVE S BETWEEN 46TH AVE S AND S EDDY ST,-122.275215726658,47.5454398562804,1
4TH AVE W BETWEEN W HOWE ST AND W CROCKETT ST,-122.362307042346,47.636855912236,1
EAST MARGINAL WAY S BETWEEN DIAGONAL AVE S AND S ALASKA ST,-122.339439096166,47.5613228495322,1
COLUMBIA ST BETWEEN 2ND AVE AND 3RD AVE,-122.333271206565,47.6039642501437,1
35TH AVE S AND M L KING JR ER WAY S,-122.289570229291,47.554551506355104,1
